_id,keyword
7469,Point location
7470,Range searching
7471,Computer forensics
7472,Measurement method
7473,e-participation
7474,Semiconductor storage
7475,Hybrid cryptosystem
7476,Goldwasser–Micali cryptosystem
7477,GGH encryption scheme
7478,Paillier cryptosystem
7479,Benaloh cryptosystem
7480,Cryptosystem
7481,Threshold cryptosystem
7482,Stereo cameras
7483,Computer stereo vision
7484,Obstacle avoidance
7485,Cultural learning
7486,Cultural history
7487,Multi-touch
7488,Forbidden graph characterization
7489,Flagging
7490,Sixth order
7491,Boundary problem
7492,Monte Carlo tree search
7493,Regret
7494,Statistical validation
7495,Computer multitasking
7496,Ferroelectricity
7497,Liquid crystal on silicon
7498,Spatial light modulator
7499,Liquid crystal
7500,Silicon
7501,Fabrication
7502,Comics
7503,Design knowledge
7504,Exploratory research
7505,Problem space
7506,Source separation
7507,Independence (probability theory)
7508,On-Protocol
7509,Automatic test equipment
7510,Conceptual design
7511,Communication design
7512,Conceptual model (computer science)
7513,Fourier integral operator
7514,Finite-rank operator
7515,Strictly singular operator
7516,Singular integral operators of convolution type
7517,Singular integral
7518,Lp space
7519,Singular solution
7520,Operator theory
7521,Managed care
7522,Primary care physician
7523,Health maintenance
7524,Strategic thinking
7525,Hospital days
7526,Effective population size
7527,Similar time
7528,Named entity
7529,Transliteration
7530,Unsupervised algorithm
7531,Bias reduction
7532,Goal modeling
7533,System requirements specification
7534,Team effectiveness
7535,Team management
7536,Team composition
7537,Cultural sensitivity
7538,Cultural dynamics
7539,Serial communication
7540,Remotely operated underwater vehicle
7541,Composite image filter
7542,Semantic relation
7543,WordNet
7544,Interleaving
7545,The Renaissance
7546,Entrepreneurship
7547,Digital art
7548,Perpetuity
7549,FIFO (computing and electronics)
7550,Cross-site scripting
7551,Secure coding
7552,SQL injection
7553,Probabilistic latent semantic analysis
7554,Stars
7555,Comet
7556,Residence hall
7557,Customer service
7558,File sharing
7559,Self-help
7560,Sound sources
7561,Speech model
7562,Femtocell
7563,Closed approach
7564,Long term correlation
7565,Microphone
7566,Cyclic prefix
7567,Circular convolution
7568,Pattern language
7569,Perceptual computing
7570,Fuzzy measure theory
7571,Multiple case
7572,Research data
7573,Economic policy
7574,National study
7575,Competitor analysis
7576,Human decision
7577,Probabilistic logic programming
7578,Event calculus
7579,Event recognition
7580,Dialog system
7581,Post correspondence problem
7582,Word problem for groups
7583,Halting problem
7584,Undecidable problem
7585,Socially distributed cognition
7586,Application areas
7587,Demand chain
7588,Online teaching
7589,Virtual campus
7590,Log data
7591,Bi clustering
7592,Two-way deterministic finite automaton
7593,Deterministic automaton
7594,Levenshtein distance
7595,Levenshtein automaton
7596,Timed automaton
7597,Von Neumann neighborhood
7598,ω-automaton
7599,Anode effect
7600,Latent variable model
7601,Aluminium smelting
7602,Mesh term
7603,Automatic indexing
7604,32-bit
7605,Oberon
7606,Bit field
7607,Bit numbering
7608,Bit manipulation
7609,Digital differentiator
7610,Norwegian
7611,Prosody
7612,Likelihood function
7613,Generalized normal distribution
7614,Likelihood principle
7615,Standby system
7616,Queue management system
7617,Reliability model
7618,Unification
7619,Agglutinative language
7620,Phrase structure rules
7621,Web performance
7622,Webometrics
7623,Middleware (distributed applications)
7624,Java Message Service
7625,Agent-oriented programming
7626,Path length
7627,Lazy learning
7628,PageRank
7629,Matrix method
7630,Power iteration
7631,Google matrix
7632,Extrapolation
7633,Complex field
7634,Lambda
7635,Critical factors
7636,Assimilation (phonology)
7637,Resource-based view
7638,Knowledge worker
7639,Organizational performance
7640,Knowledge infrastructure
7641,Knowledge management process
7642,Industrial and production engineering
7643,Constraint graph
7644,Reachability problem
7645,#SAT
7646,Partial evaluation
7647,Product term
7648,Small fragment
7649,Boolean expression
7650,Linear arrays
7651,Random noise
7652,Higher-order statistics
7653,Direction finding algorithms
7654,Cyclostationary process
7655,Transmission (telecommunications)
7656,Best coding practices
7657,Relevant cost
7658,Cost estimation models
7659,Parametric model
7660,DNA sequencing theory
7661,Functional genomics
7662,Personal genomics
7663,Sequence labeling
7664,Paraphrase
7665,Scientific writing
7666,Scientific article
7667,Network data
7668,Spacetime
7669,Logarithmic space
7670,Mechanical design
7671,Throwing
7672,Air traffic management
7673,Scatter plot
7674,Cointegration
7675,Correlation immunity
7676,Autocorrelation technique
7677,Autocorrelation matrix
7678,Original equipment manufacturer
7679,Remanufacturing
7680,Computational reflection
7681,Single task
7682,Nonprofit organization
7683,Prescribed drugs
7684,Lawsuit
7685,Medical prescription
7686,Shadow
7687,Oblique case
7688,Object structure
7689,Shadow mapping
7690,General correspondence
7691,Repetition code
7692,Boundary strength
7693,Punctuation
7694,Perioperative
7695,Berlekamp–Welch algorithm
7696,Raptor code
7697,Atmospheric pressure chemical vapor deposition
7698,Deposition (law)
7699,Phosphorus
7700,Dopant
7701,Doping
7702,Silane
7703,Phosphine
7704,Dictionary coder
7705,Cooperative group
7706,Self-management
7707,Road traffic
7708,Road transport
7709,Temporal logic of actions
7710,Modal logic
7711,Set distance
7712,Category recognition
7713,Voting algorithm
7714,Direction information
7715,Ridge
7716,H 264 avc
7717,Video bitstream
7718,Locale (computer software)
7719,Proper map
7720,Automatic programming
7721,Doubly stochastic matrix
7722,Multi-frequency time division multiple access
7723,Frequency-hopping spread spectrum
7724,Natural number
7725,Prime number
7726,Fibonacci search technique
7727,Fibonacci number
7728,Image enhancement
7729,Purchase cost
7730,Sale price
7731,Windmill graph
7732,Data structure alignment
7733,Chaotic oscillators
7734,Chaotic neural network
7735,Pre selection
7736,Corpus based
7737,Adaptive selection
7738,Large numbers
7739,Class imbalance
7740,Multipartite
7741,Multipartite graph
7742,Signorini problem
7743,Dirichlet problem
7744,Neumann boundary condition
7745,Catharsis
7746,Mental illness
7747,Legal reasoning
7748,Graphical language
7749,Intelligent tutoring system
7750,Supreme court
7751,Hypotheticals
7752,Frequency modulation
7753,Competence (human resources)
7754,Knowledge level
7755,Electronic learning
7756,Strategy
7757,Inductive reasoning
7758,Static performance
7759,Belief revision
7760,Wagner–Fischer algorithm
7761,Biological database
7762,Sequence Ontology
7763,Network operations center
7764,Management information base
7765,Self adaptation
7766,Distance ratio
7767,Radon–Nikodym theorem
7768,Transduction (machine learning)
7769,Local Multipoint Distribution Service
7770,Database query
7771,Wide area network
7772,Minimax
7773,Adaptive support
7774,Type scheme
7775,Typing
7776,Quantum key distribution
7777,High fidelity
7778,Slowdown
7779,Qubit
7780,Feature set
7781,Vowel recognition
7782,Copying
7783,University system
7784,Pairing
7785,Compatibility graph
7786,Process patterns
7787,Series and parallel circuits
7788,Artery
7789,Stenosis
7790,Coronary angiography
7791,Dissection
7792,2d ultrasound
7793,Severe stenosis
7794,Present value
7795,Short rotation coppice
7796,Economic model
7797,Wood production
7798,Economic indicator
7799,Interest rate
7800,Economy
7801,Agricultural engineering
7802,Decomposition of time series
7803,Clinical data repository
7804,Neonatal intensive care unit
7805,Remote patient monitoring
7806,Clinical information
7807,Medical emergency
7808,Biomedical communication
7809,Health records
7810,Hospital setting
7811,Visual hull
7812,Stere
7813,Financial analysis
7814,Group representation
7815,Finite group
7816,Objective test
7817,Educational assessment
7818,Cerebral palsy
7819,Data file
7820,Dysarthria
7821,Global schema
7822,Product design specification
7823,Functional specification
7824,Bitwise operation
7825,Field line
7826,Substrate coupling
7827,Capacitive coupling
7828,Semiconductor
7829,Silence
7830,Mediated communication
7831,Nonverbal communication
7832,Closed set
7833,Parallel metaheuristic
7834,Neutral network
7835,Joint entropy
7836,Univariate
7837,Activity diagram
7838,Systems Modeling Language
7839,Time to market
7840,Inverted pendulum
7841,Double pendulum
7842,Non-linear least squares
7843,Semantic matching
7844,Open angle glaucoma
7845,Heidelberg retina tomograph
7846,Risk assessment
7847,Ophthalmology
7848,Intraocular pressure
7849,Optometry
7850,Impression management
7851,Emotional well-being
7852,Cyberpsychology
7853,Self-disclosure
7854,Social support
7855,In real life
7856,Log-space reduction
7857,Overstock
7858,Market segmentation
7859,Product (business)
7860,Walsh matrix
7861,Code word
7862,Computer-mediated reality
7863,Immersion (virtual reality)
7864,Metaphor
7865,Artificial reality
7866,Infrared image
7867,Mining industry
7868,Smoke
7869,Forecasting theory
7870,Monitoring methods
7871,Biological neuron model
7872,Precision and recall
7873,Scalable system
7874,Online auction
7875,Distributed constraint optimization problem
7876,Distributed constraint optimization
7877,Difference-map algorithm
7878,nesC
7879,Telecommunication computing
7880,Ordinary least squares
7881,Matrix multiplication
7882,Aseptic meningitis
7883,Meningitis
7884,Epidemiological method
7885,Pediatrics
7886,Epidemiology
7887,Communicable disease
7888,Lyme disease
7889,Viral meningitis
7890,Quantum phase estimation algorithm
7891,Quantum algorithm for linear systems of equations
7892,Maxwell-Bloch equations
7893,Simultaneous equations
7894,Polygonal line
7895,Human visual system model
7896,Congruence (geometry)
7897,Evaluation algorithm
7898,Otway–Rees protocol
7899,Host (network)
7900,Simple Network Management Protocol
7901,Stepping stone
7902,Inter-process communication
7903,Software artifacts
7904,Redaction
7905,Self localization
7906,Electricity
7907,Sheet structure
7908,Ubiquitous communication
7909,Scenario planning
7910,Key derivation function
7911,Time signal
7912,Score
7913,Lift (force)
7914,Descriptive research
7915,Line management
7916,System lifecycle
7917,Allotment
7918,Reward-based selection
7919,Relational algebra
7920,Monadic predicate calculus
7921,Remainder
7922,Satin glass
7923,Automated optical inspection
7924,Time geography
7925,Pound (mass)
7926,Biological inspiration
7927,Integrated design
7928,FastICA
7929,Location parameter
7930,Sigma additivity
7931,Imprecise probability
7932,Symmetric probability distribution
7933,Library management
7934,Distributed lock manager
7935,Soft keyboard
7936,Client-side encryption
7937,Mahalanobis distance
7938,Nearest neighbor graph
7939,Register allocation
7940,Instruction register
7941,Stack register
7942,Control register
7943,Register renaming
7944,Processor register
7945,Skewness
7946,Smalltalk
7947,Interactive programming
7948,Direction finding
7949,Direction of arrival
7950,Linear subspace
7951,Viola–Jones object detection framework
7952,Form perception
7953,Music information retrieval
7954,Pattern analysis
7955,Information analysis
7956,Smith–Waterman algorithm
7957,Sequential estimation
7958,Media
7959,Coordination theory
7960,Cross organizational
7961,Gravity center
7962,Group delay and phase delay
7963,Picosecond
7964,Dynamic feature
7965,Combustion
7966,Radial basis function network
7967,Thermal efficiency
7968,Flue gas
7969,Submodular set function
7970,Computer chess
7971,Altera Quartus
7972,Algebraic optimization
7973,Binary decision diagram
7974,Syntax error
7975,Organizational unit
7976,Lightweight Directory Access Protocol
7977,Network Information Service
7978,Arc (geometry)
7979,Tangent
7980,Cutting tool
7981,Noise power
7982,Human motion
7983,Image sequence
7984,Weight value
7985,Data space
7986,Key (cryptography)
7987,Frequentist inference
7988,Random function
7989,Monitoring and control
7990,Remote monitoring and control
7991,Distributed manufacturing
7992,Datalog
7993,Related research
7994,Classification of discontinuities
7995,Job design
7996,Virtual work
7997,Homomorphic encryption
7998,Semantic interpretation
7999,Plateau
8000,Cycling
8001,Water erosion
8002,Agricultural land
8003,Aeolian processes
8004,External energy
8005,Diffusion dynamics
8006,Viral marketing
8007,Voter model
8008,Intermediate Care Facility
8009,Acute care
8010,In patient
8011,Health services
8012,C4.5 algorithm
8013,Deterministic context-free grammar
8014,Context-sensitive grammar
8015,Embedded pushdown automaton
8016,Indexed grammar
8017,Phrase structure grammar
8018,Syllabic verse
8019,Evolving systems
8020,Liquid state machine
8021,Spiking neural network
8022,Multiple data
8023,Flat file database
8024,Hamming bound
8025,Root-finding algorithm
8026,Business intelligence
8027,Chirp spread spectrum
8028,Television interference
8029,Process gain
8030,Mobile navigation
8031,Visual impairment
8032,Pedestrian navigation
8033,Subject areas
8034,Communication theory
8035,Localization system
8036,Advanced Synchronization Facility
8037,Transactional memory
8038,Building industry
8039,Case based design
8040,General theory
8041,Engineering physics
8042,Common emitter
8043,Linear filter
8044,Cepstrum
8045,Bilinear transform
8046,Hilbert spectral analysis
8047,RNA splicing
8048,DNA computing
8049,Pulse compression
8050,Quadratic phase
8051,Digital computer
8052,Chirp radar
8053,Rotation (mathematics)
8054,Mechanism analysis
8055,Stochastic geometry
8056,Poisson point process
8057,Travelling salesman problem
8058,Data cloud
8059,Round-off error
8060,Rounding
8061,Diabetes mellitus
8062,Artificial pancreas
8063,Type 2 diabetes
8064,Postprandial
8065,Glucose homeostasis
8066,Meal
8067,Insulin
8068,Endocrinology
8069,Arithmetic coding
8070,Downscaling
8071,Earth observation
8072,Multifractal system
8073,Byzantine fault tolerance
8074,Ground-penetrating radar
8075,Unattended ground sensor
8076,Penetration depth
8077,U s army
8078,Vietnamese
8079,Communications security
8080,Seekers
8081,Social force
8082,VRML
8083,Coarticulation
8084,Videoconferencing
8085,Large Hadron Collider
8086,Electric utility
8087,Ethnography
8088,Subculture
8089,Ocean environment
8090,Ocean current
8091,Neuron network
8092,Skin surface
8093,Read-write memory
8094,Test sequence
8095,Chip select
8096,Random access memory
8097,Gigabit
8098,Bayer filter
8099,Color filter array
8100,Financial forecasting
8101,Trading strategy
8102,Economic forecasting
8103,Futures contract
8104,Volatility index
8105,Panel discussion
8106,Electronic funds transfer
8107,Passive network monitoring
8108,Protocol stack
8109,Letter to the editor
8110,Pre-construction services
8111,Project method
8112,Project management triangle
8113,Project planning
8114,Project charter
8115,Timetabling problem
8116,Creative visualization
8117,Transport layer
8118,Bundle
8119,Domestic tourism
8120,Economic geography
8121,Granger causality
8122,Stable equilibrium
8123,Correspondence problem
8124,Feature data
8125,Interactive software
8126,Hurwitz polynomial
8127,Bézout matrix
8128,Thermal infrared
8129,Atmospheric model
8130,Emissivity
8131,Combs method
8132,Object oriented databases
8133,Discourse connectives
8134,Biomedical text
8135,Treebank
8136,Residential gateway
8137,Deterministic pushdown automaton
8138,Deterministic context-free language
8139,Deterministic algorithm
8140,Program logic
8141,Proof obligation
8142,Program verifier
8143,Client-side
8144,Transducer
8145,Charge sharing
8146,Low voltage
8147,Charge pump
8148,Automotive control systems
8149,Attack model
8150,Aspect oriented modeling
8151,Derating
8152,Direct torque control
8153,Symmetrical components
8154,Stator
8155,Open-loop controller
8156,Torque ripple
8157,Machine control
8158,Monocular vision
8159,Inertial measurement unit
8160,Light source
8161,Protein protein interaction network
8162,Ppi network
8163,Filter noise
8164,Affinity propagation
8165,Clustering coefficient
8166,Effective algorithm
8167,Hybrid computer
8168,Analog computer
8169,Market environment
8170,Double auction
8171,IEEE 802.15
8172,Central tendency
8173,Euclidean geometry
8174,Weighted arithmetic mean
8175,Reversed compound agent theorem
8176,Matched filter
8177,Tracking error
8178,Electromagnetic interference
8179,Geosynchronous orbit
8180,Repeater
8181,Radio relay
8182,Geostationary orbit
8183,Loyalty business model
8184,Interpreter
8185,Auxiliary memory
8186,Nuclear safeguards
8187,Physical protection
8188,Lattice quantization
8189,Vector quantisation
8190,Mediation system
8191,Chord recognition
8192,Multi perspective
8193,Analytic proof
8194,Ultraproduct
8195,Oriented matroid
8196,Matroid partitioning
8197,Graphic matroid
8198,Direct proof
8199,Inter organizational
8200,Absorption capacity
8201,Positive correlation
8202,Spillover effect
8203,Knowledge spillover
8204,Generator matrix
8205,Dual polyhedron
8206,McEliece cryptosystem
8207,Viterbi algorithm
8208,Activation function
8209,Residue number system
8210,Vector processor
8211,Sensemaking
8212,Visual analytics
8213,Objectification
8214,Parametric surface
8215,Model building
8216,Three dimensional model
8217,Conceptual map
8218,System quality
8219,Black box (phreaking)
8220,Continuous distributions
8221,Vascular bundle
8222,Normal position
8223,Fundus (eye)
8224,Retinal
8225,L1 norm minimization
8226,Uncertainty principle
8227,Robust principal component analysis
8228,Convex relaxation
8229,Legged robot
8230,Random early detection
8231,Active queue management
8232,Fair queuing
8233,Block graph
8234,Topological graph theory
8235,Channel assignment problem
8236,Antipodal point
8237,Total coloring
8238,Nowhere-zero flow
8239,Universal graph
8240,Backstepping
8241,Physical system
8242,STRIPS
8243,Task network
8244,Hierarchical decomposition
8245,Common sense
8246,Spark (mathematics)
8247,Public engagement
8248,Democracy
8249,Point estimation
8250,Message routing
8251,Qos aware
8252,Inverse function
8253,Network structure
8254,Basic service
8255,Regression testing
8256,Document analysis
8257,Document model
8258,Color data
8259,Operation
8260,Global variable
8261,Alternating polynomial
8262,Partial word
8263,Inclusion relation
8264,Infix
8265,Violin
8266,Interactive feedback
8267,Chromosome regions
8268,Visual examination
8269,Circle graph
8270,Schur complement
8271,Gene assembly
8272,Noise reduction algorithm
8273,Light barrier
8274,Sitting
8275,Wireless power transfer
8276,Shield
8277,Macro
8278,District cooling
8279,Piping
8280,Network layout
8281,Memory bank
8282,Symbolic programming
8283,Project portfolio management
8284,Business failure
8285,Stock market prediction
8286,Geometry of numbers
8287,Coherent sampling
8288,Aliasing
8289,Nonuniform sampling
8290,Mathematical theory
8291,Pumping lemma for regular languages
8292,Linear inequality
8293,Microsoft Windows
8294,Exception handling
8295,Pointer (user interface)
8296,Pointcut
8297,Network processor
8298,User expectations
8299,System evaluation
8300,Health informatics
8301,Reference standards
8302,Isospectral
8303,Sequence
8304,Multiset
8305,Separation logic
8306,Axiomatic semantics
8307,Substring
8308,Anomaly-based intrusion detection system
8309,Procrastination
8310,Virtual space
8311,Distributed operating system
8312,Process migration
8313,Galaxy
8314,Complex valued
8315,Moving average
8316,OurGrid
8317,Tolerance analysis
8318,Power dividers and directional couplers
8319,Protein sequencing
8320,Gene mutation
8321,Human genetic variation
8322,Value noise
8323,Gradient noise
8324,Cement
8325,Knowledge modelling
8326,Cellular manufacturing
8327,Facility layout
8328,Live migration
8329,Continuous optimization
8330,Graphics hardware
8331,Download
8332,Feedback linearization
8333,Arboricity
8334,Plasma-enhanced chemical vapor deposition
8335,Modulus
8336,Fracture toughness
8337,Fracture mechanics
8338,Ultimate tensile strength
8339,Thin film
8340,Binomial regression
8341,Polynomial regression
8342,Quantile function
8343,Single-index model
8344,Two step
8345,Composite quantile regression
8346,Quantile regression
8347,Key generation
8348,Uniform representation
8349,Instrumental and intrinsic value
8350,Fire protection engineering
8351,Deferred shading
8352,Atomic broadcast
8353,Broadcast communication network
8354,Path-ordering
8355,General theorem
8356,Dependency pairs
8357,Multiplicity (mathematics)
8358,Sample number
8359,Primary sequence
8360,Gray (horse)
8361,Boolean satisfiability problem
8362,Digitization
8363,Currency
8364,State pattern
8365,Interpreter pattern
8366,Module pattern
8367,Edge maps
8368,False positives and false negatives
8369,Trellis modulation
8370,Coding gain
8371,Continuous phase modulation
8372,XML Catalog
8373,Background subtraction
8374,Hybrid type
8375,Local binary patterns
8376,Logo
8377,Nial
8378,Multiple point
8379,User control
8380,Texture synthesis
8381,Butterfly effect
8382,Design specification
8383,Enterprise service bus
8384,Message oriented middleware
8385,A protein
8386,Transmembrane Region
8387,Function (biology)
8388,Marketing decision support system
8389,Guttman scale
8390,Nursing ethics
8391,Information ethics
8392,Military medical ethics
8393,Applied ethics
8394,Non-line-of-sight propagation
8395,Packet radio
8396,Procedural reasoning system
8397,Artificial Intelligence System
8398,Helium
8399,Mercury (element)
8400,Weight difference
8401,Observational error
8402,Beam balance
8403,Gravitational constant
8404,Object (computer science)
8405,God object
8406,Chapel
8407,Parallel programming model
8408,Consultation system
8409,Diagnostic strategy
8410,Mycin
8411,Supply chain model
8412,First order
8413,Stock control
8414,Material flow
8415,Stock (geology)
8416,Composability
8417,Telephone number
8418,Alembic
8419,Queuing delay
8420,Greedy coloring
8421,Comparative test
8422,Nonparametric statistics
8423,Statistical significance
8424,Routing and wavelength assignment
8425,Explicit knowledge
8426,OPLS
8427,Confidence score
8428,Soft-decision decoder
8429,Common Lisp
8430,Dynamic HTML
8431,Hyperlink
8432,XLink
8433,XPointer
8434,HTML
8435,Lagrange duality
8436,Totally integrated automation
8437,Smoke detectors
8438,Fire detection
8439,Microstrip transmission line
8440,Transmission line
8441,Shields
8442,Coplanar waveguide
8443,Equivalent circuit
8444,Homologous Sequences
8445,Revolute joint
8446,Orthomyxoviridae
8447,Influenzavirus B
8448,Hemagglutinin (influenza)
8449,Neuraminidase
8450,Influenza A virus
8451,GenBank
8452,Whispering gallery
8453,Integral representation
8454,Uniform theory of diffraction
8455,Whispering-gallery wave
8456,Geometrical theory of diffraction
8457,Time limit
8458,Extreme Transaction Processing
8459,NP-complete
8460,Hospitality industry
8461,Navigability
8462,Preferential attachment
8463,Coordinate space
8464,Reference Region
8465,Syntactic pattern recognition
8466,Pattern recognition system
8467,Complex line
8468,Frequency allocation
8469,Best bin first
8470,Erasable programmable logic device
8471,Programmable Array Logic
8472,Simple programmable logic device
8473,Macrocell array
8474,Regional studies
8475,Cultural distance
8476,Regional development
8477,Public policy
8478,Social experience
8479,Asynchronous algorithms
8480,Optimization methods
8481,Schematic
8482,Project-based learning
8483,Creativity
8484,Electronic publishing
8485,Genetic variation
8486,dbSNP
8487,Human phenotype
8488,Sequence variation
8489,Craft
8490,Character animation
8491,Cheating
8492,Technology acceptance model
8493,Structured support vector machine
8494,Texture Descriptor
8495,Size pair
8496,PSPACE-complete
8497,Piecewise constant approximation
8498,Steiner tree problem
8499,Primal dual
8500,Joins
8501,System of measurement
8502,Algebraic properties
8503,Alternating group
8504,Longitudinal study
8505,Panacea (medicine)
8506,Underpinning
8507,Cross-correlation
8508,Arctic ice pack
8509,System topology
8510,Credit derivative
8511,Bessel process
8512,Equity (finance)
8513,Volatility (finance)
8514,Derivative (finance)
8515,Constant elasticity of variance model
8516,Corporate bond
8517,Burke's theorem
8518,M/M/∞ queue
8519,Formal calculus
8520,Proportional hazards model
8521,Preventive maintenance
8522,Hazard ratio
8523,Markov additive process
8524,Shunt (electrical)
8525,Impedance matching
8526,Negative feedback amplifier
8527,Scattering parameters
8528,Superstring theory
8529,Shortest common superstring
8530,Internationalization
8531,Control signal
8532,Nonsense
8533,Multiple source
8534,Coding theory
8535,Hyperbolic tree
8536,Hyperbolic space
8537,Hyperbolic geometry
8538,Tessellation
8539,Secondary stress
8540,Diagnosis code
8541,Data selection
8542,Patient diagnosis
8543,Autonomy
8544,Position paper
8545,Flood mitigation
8546,Professional certification (business)
8547,Global Information Assurance Certification
8548,Systems science
8549,Certification and Accreditation
8550,Professional certification (computer technology)
8551,Long period
8552,Model simulation
8553,Emergency response systems
8554,Atmospheric dispersion modeling
8555,Air transport
8556,Air pollution
8557,Shearing (physics)
8558,Bending
8559,Total cost
8560,Cluster algorithm
8561,I/O scheduling
8562,Approximate entropy
8563,Sample entropy
8564,Validity
8565,Complex data type
8566,Ecg signal
8567,Weapon target assignment problem
8568,Quadratic assignment problem
8569,Function problem
8570,Multi-commodity flow problem
8571,Constellation
8572,Key issues
8573,Complete information
8574,Mobile device management
8575,Modular multiplicative inverse
8576,Operand
8577,Sequential selection
8578,Longest increasing subsequence
8579,User-defined function
8580,Content based analysis
8581,Construction engineering
8582,Dynamic modelling
8583,Linear ordering
8584,Polytope model
8585,Face (geometry)
8586,Regular polytope
8587,Differentiator
8588,Envelope detector
8589,Precision rectifier
8590,Underactuation
8591,Swing
8592,Information delivery
8593,Asynchrony
8594,Simple set
8595,Coarray Fortran
8596,Cellular traffic
8597,Symbolic artificial intelligence
8598,Mental processing
8599,Artificial psychology
8600,Proper treatment
8601,Molecular physics
8602,Cavity quantum electrodynamics
8603,Trapped ion quantum computer
8604,W state
8605,Controlled NOT gate
8606,Cluster state
8607,Quantum teleportation
8608,Quantum finite automata
8609,Continuous spatial automaton
8610,Nondeterministic finite automaton
8611,Camera auto-calibration
8612,Collinearity equation
8613,Camera resectioning
8614,Camera matrix
8615,Clip coordinates
8616,Pinhole camera model
8617,strictfp
8618,Stem cell
8619,Cell
8620,Cancer development
8621,Bone marrow
8622,Bandwidth requirement
8623,Heavy traffic
8624,Limiting
8625,H-TCP
8626,TCP Westwood plus
8627,TCP Vegas
8628,Fairness measure
8629,Abstract machine
8630,Public use
8631,Function pointer
8632,Compiler correctness
8633,Hoare logic
8634,Algorithm visualization
8635,Texture compression
8636,Virtual Laboratory
8637,Minimalism (computing)
8638,Reed–Solomon error correction
8639,Erasure
8640,Superscalar
8641,Suffix array
8642,Web usage
8643,Importance sampling
8644,Mean absolute error
8645,Novelty detection
8646,Short length
8647,Training methods
8648,Machine failure
8649,Servo control
8650,Forcing (mathematics)
8651,Speculative execution
8652,Minimal instruction set computer
8653,Re-order buffer
8654,IEEE 802.11b-1999
8655,Inter-Access Point Protocol
8656,IEEE 802.11u
8657,IEEE 802.2
8658,Ellipsoid
8659,Channel access method
8660,Test economics
8661,Social software
8662,Microblogging
8663,Case management
8664,Object dynamics
8665,Load distribution
8666,Industrial robot
8667,Object motion
8668,Vector graphics
8669,Bitmap
8670,Cross-language information retrieval
8671,Applied linguistics
8672,Service abstraction
8673,Human memory
8674,Statistical semantics
8675,Memory systems
8676,Well-founded semantics
8677,Big Five personality traits
8678,Social skills
8679,Agreeableness
8680,Personality psychology
8681,Systems medicine
8682,Optimality criterion
8683,Exponential integrator
8684,Backward differentiation formula
8685,Collocation method
8686,Network size
8687,Containment
8688,Cracking
8689,Micrometre
8690,Thermal fatigue
8691,Surface-area-to-volume ratio
8692,Thin metal
8693,Competition model
8694,Product availability
8695,Dynamic equilibrium
8696,Market share
8697,Visual Objects
8698,IBM PC compatible
8699,Data sequences
8700,Pursuer
8701,Pursuit-evasion
8702,Compressibility
8703,Self-reconfiguring modular robot
8704,Phased-array optics
8705,Phased array
8706,Conical scanning
8707,Phase shift module
8708,Structural relation
8709,Data domain
8710,Data element
8711,Peptide
8712,Solvation
8713,Salt solution
8714,Boltzmann constant
8715,Distribution function
8716,Kinetic scheme
8717,Graph operations
8718,Power graph analysis
8719,Graph bandwidth
8720,Dispatchable generation
8721,Supply and demand
8722,System characteristics
8723,System information
8724,Interlock
8725,Optical character recognition software
8726,Test method
8727,Induction coil
8728,Theory of computing
8729,Sparse language
8730,Explicit semantic analysis
8731,Text corpus
8732,Tree kernel
8733,Linked list
8734,Off line
8735,Recognition system
8736,Neural network classifier
8737,Semantic technology
8738,Semantic analytics
8739,Breast cancer metastasis
8740,Regulation of gene expression
8741,Color-coding
8742,Meet in the middle
8743,Structured systems analysis and design method
8744,Product lifecycle
8745,Boolean circuit
8746,Boolean domain
8747,Psychological intervention
8748,Patient satisfaction
8749,Ambulatory care
8750,Appointment scheduling
8751,SIMPLE algorithm
8752,Skywave
8753,Continuous monitoring
8754,Active mode
8755,Point process
8756,Potential energy
8757,Input device
8758,Traverse
8759,Virtual learning environment
8760,Intelligent sensor
8761,NTRU
8762,Witt vector
8763,Overdetermined system
8764,Algebraic attack
8765,Power of two
8766,Resonant inverter
8767,RLC circuit
8768,Push pull
8769,Electric power
8770,Crash
8771,Crash test
8772,Fuel tank
8773,Electrical wiring
8774,Electrical equipment
8775,Forensic engineering
8776,Distance measurement
8777,Slicing
8778,Inverted index
8779,Standard Boolean model
8780,Radio broadcasting
8781,Communication in small groups
8782,Force generation
8783,Force transducer
8784,Contractility
8785,Computer algorithm
8786,Birkhoff polytope
8787,Learning based
8788,Critical infrastructure protection
8789,Critical infrastructure
8790,Transferable belief model
8791,Hyperintensity
8792,English auction
8793,Auction theory
8794,Multiunit auction
8795,Attractiveness
8796,Proxy bid
8797,Data records
8798,Open-shop scheduling
8799,Network revenue
8800,Integrated circuit layout
8801,Signal synthesis
8802,Symbolic dynamics
8803,Well-defined
8804,Trace theory
8805,Ferrite (magnet)
8806,Inductive coupling
8807,Transponder (aeronautics)
8808,Biocompatibility
8809,Fictitious domain method
8810,Adhesion
8811,Cell adhesion
8812,Legendre wavelet
8813,Model elimination
8814,Proof search
8815,Defeasible argumentation
8816,Defeasible logic programming
8817,Warrant
8818,Defeasible estate
8819,Traffic equations
8820,Building evacuation
8821,Way finding
8822,Criticality
8823,Voltage reference
8824,Threshold voltage
8825,Bandgap voltage reference
8826,Normalized correlation coefficient
8827,2d strain
8828,Non invasive
8829,Carotid artery plaque
